токен,класс,k,до ближайшего,сосед свой
Ċ,пункт,18,0.17817731579056767,True
ĠWith,служ,1,0.7010903904288698,False
Ġwhich,служ,1,0.7648243250091905,False
Ġ(,пункт,2,0.354736831415696,True
ĠH,смысл-част,1,0.7185642147515013,False
Ġcan,служ,2,0.18746156075936676,True
Ġstandard,смысл-редк,1,0.850616304937298,False
Ġstructures,смысл-редк,2,0.2899869881176434,True
Ġin,служ,2,0.702025802592865,True
.,пункт,11,0.3342707198875479,True
segment,подслово,1,0.8059904042888922,False
We,подслово,3,0.22594221104664583,True
Ġplus,смысл-редк,2,0.35755656412944486,True
ĠHi,смысл-редк,1,0.6778065198300561,False
Ġthreshold,смысл-редк,2,0.617786712989963,True
Ġubiquitous,смысл-редк,1,0.7143343091501119,False
ĠThis,служ,2,0.42581174225842805,True
.,пункт,11,0.2575363826951675,True
Conclusions,подслово,1,0.9705955151235025,False
Ġstudy,смысл-част,1,0.7505100660708812,False
that,подслово,1,0.6792912095433813,False
Ġtested,смысл-редк,1,0.5810942739223909,False
Ċ,пункт,18,0.1832427257590026,True
Ġthem,служ,1,0.6420696344199444,False
Ġscenario,смысл-редк,1,0.6530640780297693,False
Ġpixels,смысл-редк,2,0.37396469567938356,True
Ġfilaments,смысл-редк,3,0.49882607145945,True
.,сток,11,0.10676569630918128,False
.,пункт,11,0.39916961908458226,True
Ġallows,смысл-редк,2,0.3533117878636078,True
Ċ,пункт,18,0.22042347972895382,True
Ġthe,служ,8,0.43264000791990015,True
Ċ,пункт,18,0.1728423113450659,True
Ġmethod,смысл-част,1,0.7559825656694096,False
Ġscenarios,смысл-редк,1,0.6530640780297693,False
Ġa,служ,2,0.5794420699781847,True
Gal,подслово,1,0.7739724928415499,False
Ġplane,смысл-редк,4,0.34174435245166424,True
Ċ,пункт,18,0.14901147508649668,True
Ġfilaments,смысл-редк,3,0.4112231922744997,True
ances,подслово,1,0.8469568982447685,False
Ġthe,служ,8,0.3719546273286473,True
Ġthe,сток,8,0.01754833173721924,False
ary,подслово,1,0.7878450932803511,False
standing,подслово,1,0.7675356539013671,False
Ġdata,смысл-част,1,0.7454401700723277,False
Ċ,пункт,18,0.1903270267216504,True
Ġto,служ,3,0.45179987376595476,True
Ġof,служ,4,0.4973543598622191,True
ĠThe,служ,1,0.6492923566430372,False
Ġbest,смысл-част,1,0.8012314326587721,False
Ġeight,смысл-редк,1,0.6656656199530631,False
based,подслово,1,0.8352326707260427,False
ĠUN,смысл-редк,3,0.5781730924382152,True
Ġthis,служ,1,0.5184709017783761,False
Ġmetrics,смысл-редк,1,0.8397331911799755,False
Ġske,смысл-редк,1,0.722337863586355,False
Ġthroughout,смысл-редк,1,0.7198342035730768,False
Ġa,служ,2,0.5794420699781847,True
Ġtrained,смысл-редк,1,0.5810942739223909,False
Ġidentified,смысл-редк,1,0.6803260373158987,False
Ġthat,служ,2,0.7147332506349136,True
Ġthreshold,смысл-редк,2,0.617786712989963,True
Ġthe,сток,8,0.00947245472736581,False
-,пункт,3,0.4775845601892548,True
ĠThis,служ,2,0.42581174225842805,True
Ġthe,сток,8,0.017908035957497553,True
We,подслово,3,0.22594221104664583,True
ing,подслово,1,0.77087428334293,False
Ġas,служ,3,0.45257636473099655,True
Ġmore,служ,1,0.8067477274552134,False
Ġbefore,служ,1,0.8329108395940735,False
ong,подслово,1,1.0356414495351736,False
Ġthe,служ,8,0.3777974062463304,True
ĠUN,смысл-редк,3,0.23456156197165037,True
Ġplane,смысл-редк,4,0.2841539295458522,True
under,подслово,1,0.8344261754166206,False
  ,пункт,3,0.23906756431963747,True
Ċ,пункт,18,0.24665733869662654,True
Ġhave,служ,1,0.6127434750380022,False
Ġversions,смысл-редк,1,0.8159493494337003,False
Ġfor,служ,2,0.5279546263390923,True
We,подслово,3,0.28643765883189626,True
Ġspine,смысл-редк,1,0.6512502086300479,False
perform,подслово,1,0.8491329520709335,False
ine,подслово,1,0.821604018074468,False
",",пункт,2,0.32684408837616524,True
Ġwere,служ,2,0.5100536987539489,True
Ġare,служ,2,0.4058644353717207,True
.,пункт,11,0.19832662910118676,True
Ċ,пункт,18,0.2005043879092165,True
Ġreliable,смысл-редк,1,0.7454085747962768,False
),пункт,1,0.7161883492029611,False
Ċ,пункт,18,0.19054459161977377,True
.,пункт,11,0.2575363826951675,True
ation,подслово,1,0.7770242187222034,False
angu,подслово,2,0.35307170373317004,True
idelity,подслово,1,0.8302678880238505,False
ities,подслово,1,0.6404837787952192,False
Ġmarket,смысл-част,1,0.6494380528676454,False
Ġin,служ,2,0.4392157769290407,True
.,сток,9,0.1260739401718271,True
:,пункт,3,0.6109468010837281,True
Ġlook,смысл-част,1,0.6828030860439659,False
ĠCD,смысл-редк,2,0.7301240954646129,False
G,подслово,2,0.2731893377813608,True
Ġalternative,смысл-редк,1,0.7065519370577065,False
Ġmost,служ,1,0.6905959252348826,False
Ġinvestment,смысл-редк,2,0.1976661264868799,True
month,подслово,1,0.7660477686971959,False
$,пункт,3,0.10044115428886553,True
Ġa,служ,5,0.26440635843629134,True
13,пункт,3,0.4859260780886335,True
SM,подслово,2,0.25520944421162506,True
ĠV,смысл-част,4,0.24780942157902663,True
Ġstarted,смысл-част,2,0.5826277921374916,True
Ġas,служ,1,0.7617934046862159,False
ĠCDs,смысл-редк,1,0.5406862572432022,False
000,пункт,1,0.8196330153859019,False
Ġof,служ,3,0.5133813810569162,True
Ġof,служ,3,0.5224282934768805,True
  ,пункт,14,0.1846536785701251,True
Ġbank,смысл-редк,1,0.6030295085913824,False
Ġaccount,смысл-част,3,0.3620017145849571,True
%,пункт,1,0.7827080137636108,False
but,подслово,1,0.5983182517221073,False
Ġ20,пункт,1,0.7297235429132611,False
Ġinto,служ,2,0.5385307636861648,True
Ġdown,служ,1,0.6381344452013863,False
Ġactual,смысл-редк,1,0.665571065876303,False
Ġthe,служ,8,0.42293617176319553,True
ĠYou,служ,1,0.6030074337864647,False
Ġthe,служ,8,0.37348297471164105,True
Ġyear,смысл-част,1,0.7917052524975298,False
Ġstarted,смысл-част,2,0.5826277921374916,True
SM,подслово,2,0.25520944421162506,True
ard,подслово,1,0.8240868336646161,False
Ġis,служ,2,0.35351918501381324,True
Ġthe,сток,8,0.049929011015556024,False
Ġfund,смысл-редк,1,0.6578111910035886,False
  ,пункт,14,0.653820728944496,True
Not,подслово,1,0.7256832585577352,False
Ġa,служ,5,0.3163444015856283,True
.,пункт,9,0.4369073139536706,True
  ,пункт,14,0.12113657953194341,True
Ġbut,служ,1,0.5983182517221073,False
ĠMarket,смысл-редк,3,0.5329381745467848,True
"Ġ""",пункт,4,0.2835442878324501,True
Ġis,служ,2,0.35351918501381324,True
Ġrate,смысл-част,1,0.726253975940882,False
Ġ(,пункт,2,0.17140362417177513,True
Ġfunds,смысл-редк,1,0.6578111910035886,False
ing,подслово,1,0.7342772764666923,False
Ġtwo,смысл-част,1,0.6993558412785794,False
.,пункт,9,0.13717579145444608,True
Ġcan,служ,1,0.7097749512579719,False
...,пункт,1,0.7268427412018466,False
An,подслово,1,0.7256832585577352,False
Ġvalue,смысл-част,1,0.682850340846846,False
  ,пункт,14,0.24529941734651756,True
Ġand,служ,1,0.6840917798219363,False
  ,пункт,14,0.2559637332448965,True
):,пункт,2,0.17938338421919223,True
ĠV,смысл-част,4,0.41129775967175985,True
Ġput,смысл-част,1,0.5981517451437538,False
1,пункт,1,0.7574239768593399,False
X,подслово,1,0.6589273289792652,False
Ġof,служ,3,0.5133813810569162,True
ĠV,смысл-част,4,0.24780942157902663,True
13,пункт,3,0.2525113644948116,True
Ġladder,смысл-редк,1,0.7215673686072884,False
ĠThose,служ,1,0.7558715541519403,False
Ġmay,служ,1,0.6058215436413932,False
.,сток,9,0.04397344112908951,False
Ġstock,смысл-редк,1,0.7433266357071528,False
ĠThere,служ,1,0.6989621751907993,False
Ġmust,служ,1,0.6058215436413932,False
Ġsome,служ,1,0.6176248701425597,False
Ġ$,пункт,2,0.3362159285824213,True
Ġthat,служ,1,0.6750696454163072,False
.,сток,9,0.049929011015556024,False
ĠF,смысл-част,1,0.6692161620197179,False
ĠI,служ,1,0.7138392641794824,False
Ġbonds,смысл-редк,1,0.6404837787952192,False
Ġleast,служ,1,0.6905959252348826,False
Ġtwice,смысл-редк,1,0.7437910056659989,False
k,подслово,1,0.7280323041631936,False
"Ġ""",пункт,4,0.2835442878324501,True
"Ġ""",пункт,4,0.34275831731594486,True
Ġyour,служ,1,0.5703258291030242,False
Ġup,служ,1,0.6801835237967002,False
Ġapproximate,смысл-редк,1,0.6522026194917273,False
Ġmy,служ,1,0.5898266833134697,False
Ġcorrect,смысл-редк,1,0.6522026194917273,False
"""",пункт,3,0.3372762127410814,True
"Ġ""",пункт,4,0.3285762482701468,True
Ġeven,служ,1,0.6859892060189555,False
$,пункт,3,0.10044115428886553,True
Ġbe,служ,1,0.707539345619535,False
ĠMoney,смысл-редк,3,0.3830812087612517,True
Ġhave,служ,2,0.4900848276387025,True
Ġyou,служ,2,0.30716435477249526,True
Ġmake,смысл-част,1,0.5981517451437538,False
Ġthe,служ,8,0.5174429790777026,True
Ġanymore,смысл-редк,1,0.6712769026155337,False
Ġinto,служ,2,0.5385307636861648,True
:,пункт,3,0.6109468010837281,True
ĠThe,служ,2,0.5751404490513005,True
G,подслово,2,0.2731893377813608,True
ĠCD,смысл-редк,2,0.5406862572432022,False
Ġa,служ,5,0.3163444015856283,True
Ġa,служ,5,0.26440635843629134,True
Ġdid,служ,1,0.6481870103509072,False
.,пункт,9,0.38913352281644725,True
Ġequ,смысл-редк,1,0.6939267199660812,False
Ġresult,смысл-част,1,0.8014776217762951,False
ĠCredit,смысл-редк,1,0.7953313004156506,False
Ġthe,служ,8,0.4165323928361991,True
Ġholds,смысл-редк,1,0.6458252612847599,False
.,пункт,9,0.13717579145444608,True
ency,подслово,1,0.714484377712677,False
Ġin,служ,2,0.4392157769290407,True
adjusted,подслово,1,0.7660477686971959,False
Ġworth,смысл-част,2,0.24366375188679465,True
  ,пункт,14,0.12113657953194341,True
ĠSavings,смысл-редк,1,0.6988764022920569,False
Ġ$,пункт,2,0.3362159285824213,True
):,пункт,2,0.17938338421919223,True
$,пункт,3,0.25501790058241636,True
Ġdividends,смысл-редк,1,0.7379460599243018,False
  ,пункт,14,0.2782491643144926,True
Ġseveral,служ,1,0.7078312761492662,False
Ġout,служ,1,0.7213338661178089,False
Ġinvestment,смысл-редк,2,0.1976661264868799,True
Ġpayment,смысл-редк,1,0.5850928169823538,False
Ġhave,служ,2,0.4900848276387025,True
  ,пункт,14,0.23941330959627283,True
Ġpay,смысл-част,1,0.5850928169823538,False
Ġ100,пункт,1,0.7297235429132611,False
Ġthe,служ,8,0.37348297471164105,True
Ġtick,смысл-редк,1,0.7691404308559118,False
ĠV,смысл-част,4,0.41129775967175985,True
ĠMoney,смысл-редк,3,0.3830812087612517,True
Ġif,служ,2,0.5807229613101583,True
Ġ(,пункт,2,0.17140362417177513,True
-,пункт,1,0.8684087095018479,False
ĠMarket,смысл-редк,3,0.5352722468605016,True
Ġgrew,смысл-редк,1,0.6490117940667723,False
Ġsplit,смысл-редк,1,0.6486600012408362,False
  ,пункт,14,0.1846536785701251,True
:,сток,3,0.04397344112908951,False
  ,пункт,14,0.22170697171682796,True
angu,подслово,2,0.35307170373317004,True
I,подслово,1,0.7138392641794824,False
Ġyou,служ,2,0.30716435477249526,True
  ,пункт,14,0.2251513655901674,True
ĠMoney,смысл-редк,3,0.5711327448464407,True
Ġthe,служ,8,0.4171596424516089,True
Ġare,служ,1,0.6825953264691476,False
Ġchosen,смысл-редк,1,0.7212106101795723,False
"""",пункт,3,0.3372762127410814,True
Ġa,служ,5,0.37097532232967123,True
Ġthe,служ,8,0.46625984020122524,True
Ġsavings,смысл-редк,1,0.6030295085913824,False
The,подслово,1,0.5978804819786498,False
  ,пункт,14,0.19859706456930412,True
ĠMarket,смысл-редк,3,0.5329381745467848,True
Ġless,служ,1,0.6828776022597751,False
'll,подслово,1,0.7442843606339302,False
Ġbig,смысл-част,1,0.6636753886136736,False
7,пункт,1,0.6997523492533972,False
  ,пункт,14,0.19859706456930412,True
Ġpays,смысл-редк,1,0.6013589258823739,False
.,пункт,9,0.26058888975485134,True
22,пункт,1,0.8603629956360387,False
Ġany,служ,1,0.6176248701425597,False
Ġwas,служ,1,0.6481870103509072,False
ĠThe,служ,2,0.5751404490513005,True
13,пункт,3,0.2525113644948116,True
SP,подслово,1,0.7266923269301413,False
  ,пункт,14,0.22065839706351462,True
Ġif,служ,2,0.5807229613101583,True
35,пункт,1,0.8603629956360387,False
Ġit,служ,1,0.6354884437066638,False
ĠDiscover,смысл-редк,1,0.7518899935462987,False
Ġaccounts,смысл-редк,1,0.6203500581597603,False
Ġyield,смысл-редк,1,0.7912668119849559,False
Ġaccount,смысл-част,3,0.3725983682278446,True
.,пункт,9,0.38913352281644725,True
"""",пункт,3,0.43517953391337927,True
Ġaccount,смысл-част,3,0.3620017145849571,True
ĠBank,смысл-редк,1,0.7196482557606637,False
to,подслово,1,0.8290586173612036,False
Ġworth,смысл-част,2,0.24366375188679465,True
Ġto,служ,1,0.6706959341069677,False
Money,подслово,1,0.6679805350794176,False
Ġthink,смысл-част,1,0.6787821213017877,False
ĠBank,смысл-редк,2,0.6577216727334434,False
40,пункт,1,0.7479952364221636,False
  ,пункт,11,0.17788140469292255,True
  ,пункт,11,0.2944591076469282,True
Ġinvestment,смысл-редк,2,0.23014899877008008,True
Ġto,служ,1,0.7284298117361182,False
Ġhave,служ,1,0.7010230738480369,False
ĠMoney,смысл-редк,4,0.5557154928182372,True
Ġinvestment,смысл-редк,2,0.23014899877008008,True
to,подслово,1,0.8619791923592176,False
Ġas,служ,2,0.6380985452385615,True
Ġexperiment,смысл-редк,1,0.7156958344168755,False
Ġmy,служ,2,0.4611053587971765,True
Ġmutual,смысл-редк,2,0.43748536738681604,True
-,пункт,5,0.27338082919507734,True
Ġmonth,смысл-част,2,0.4619475182922446,True
Ġoff,служ,1,0.7353716257459441,False
.,пункт,10,0.8767346819264827,False
Ġmutual,смысл-редк,2,0.43748536738681604,True
Ġeach,служ,1,0.7732972738188951,False
X,подслово,1,0.6509741143117215,False
Ġvalue,смысл-част,1,0.7437586551015232,False
Ġwas,служ,1,0.6748137944461995,False
Ġmoney,смысл-част,1,0.5672485129074583,False
  ,пункт,11,0.21735706841461191,True
Ġ20,пункт,1,0.7253214038673848,False
"""",пункт,1,0.6168940373738085,False
ĠHere,служ,1,0.8573217920860178,False
ĠI,служ,1,0.6457783294136137,False
k,подслово,1,0.7732972738188951,False
Ġdividends,смысл-редк,1,0.6390043778638195,False
but,подслово,1,0.7575559930162312,False
Ġof,служ,3,0.5192766862528575,True
%,пункт,1,0.7688247910304845,False
ĠMarket,смысл-редк,4,0.42768737531272216,True
"Ġ""",пункт,2,0.2818337751419602,True
ard,подслово,1,0.7623800424027176,False
